Name,University/Organization,Type of Chair,Conference,Year
Arvind Krishnamurthy,University of Washington,Program Committee Chair,SigComm,2014
Sylvia Ratnasamy,University of California Berkeley,Program Committee Chair,SigComm,2014
Aditya Akella,University of Wisconsin,Program Committee Member,SigComm,2014
Katerina Argyraki,EPFL,Program Committee Member,SigComm,2014
Guido Appenzeller,Big Switch Networks,Program Committee Member,SigComm,2014
Hitesh Ballani,Microsoft Research,Program Committee Member,SigComm,2014
Paul Barford,University of Wisconsin,Program Committee Member,SigComm,2014
Matt Caesar,University of Illinois,Program Committee Member,SigComm,2014
Augustin Chaintreau,Columbia University,Program Committee Member,SigComm,2014
Bruce Davie,VMware,Program Committee Member,SigComm,2014
Christophe Diot,Technicolor,Program Committee Member,SigComm,2014
Nandita Dukkipati,Google,Program Committee Member,SigComm,2014
Rodrigo Fonseca,Brown University,Program Committee Member,SigComm,2014
Nate Foster,Cornell University,Program Committee Member,SigComm,2014
Ali Ghodsi,University of California Berkeley,Program Committee Member,SigComm,2014
Paul Francis,Max Planck Institute,Program Committee Member,SigComm,2014
Sharon Goldberg,Boston University,Program Committee Member,SigComm,2014
Brighten Godfrey,University of Illinois,Program Committee Member,SigComm,2014
Shyam Gollakota,University of Washington,Program Committee Member,SigComm,2014
Saikat Guha,Microsoft Research,Program Committee Member,SigComm,2014
Krishna Gummadi,Max Planck Institute,Program Committee Member,SigComm,2014
Chuanxiong Guo,Microsoft Research,Program Committee Member,SigComm,2014
Polly Huang,National Taiwan University,Program Committee Member,SigComm,2014
Kyle Jamieson,University College London,Program Committee Member,SigComm,2014
Brad Karp,University College London,Program Committee Member,SigComm,2014
Ethan Katz-Bassett,University of Southern California,Program Committee Member,SigComm,2014
Teemu Koponen,VMware,Program Committee Member,SigComm,2014
Harsha Madhyastha,University of California Riverside,Program Committee Member,SigComm,2014
Ratul Mahajan,Microsoft Research,Program Committee Member,SigComm,2014
Nick McKeown,Stanford,Program Committee Member,SigComm,2014
Michael Mitzenmacher,Harvard University,Program Committee Member,SigComm,2014
Andrew Moore,University of Cambridge,Program Committee Member,SigComm,2014
Robert Morris,Massachusetts Institute of Technology,Program Committee Member,SigComm,2014
Jitendra Padhye,Microsoft Research,Program Committee Member,SigComm,2014
Vivek Pai,Princeton University,Program Committee Member,SigComm,2014
Dina Papagiannaki,Telefonica,Program Committee Member,SigComm,2014
Kyoung Soo Park,KAIST,Program Committee Member,SigComm,2014
Adrian Perrig,ETH Zurich,Program Committee Member,SigComm,2014
Larry Peterson,Princeton University and ON.LAB,Program Committee Member,SigComm,2014
Srinivasan Seshan,Carnegie Mellon University,Program Committee Member,SigComm,2014
Vyas Sekar,Carnegie Mellon University,Program Committee Member,SigComm,2014
Scott Shenker,University of California Berkeley and ICSI,Program Committee Member,SigComm,2014
Alex Snoeren,University of California San Diego,Program Committee Member,SigComm,2014
Neil Spring,University of Maryland,Program Committee Member,SigComm,2014
Kun Tan,Microsoft Research,Program Committee Member,SigComm,2014
Renata Teixeira,University Pierre et Marie Curie,Program Committee Member,SigComm,2014
Amin Vahdat,Google and University of California San Diego,Program Committee Member,SigComm,2014
Walter Willinger,Niksun,Program Committee Member,SigComm,2014
John Wrocklawski,ISI,Program Committee Member,SigComm,2014
Richard Yang,Yale University,Program Committee Member,SigComm,2014
Xiaowei Yang,Duke University,Program Committee Member,SigComm,2014
Minlan Yu,University of Southern California,Program Committee Member,SigComm,2014
Ellen Zegura,Georgia Tech,Program Committee Member,SigComm,2014
Yin Zhang,Austin,Program Committee Member,SigComm,2014
Rene Cruz,University of California San Diego,General conference co-chair,SigComm,2001
George Varghese,University of California San Diego,General conference co-chair,SigComm,2001
Roch Guerin,UniversityPennsylvania,Program committee co-chair,SigComm,2001
Derek Mc Auley,Marconi Research Center,Program committee co-chair,SigComm,2001
Joe Touch,USC/ISI,Finance chair,SigComm,2001
Geoff Voelker,University of California San Diego,Local arrangements chair,SigComm,2001
Ramesh Govindan,USC/ISI,Publication chair,SigComm,2001
Dilip Kandlur,IBM T. J.Watson,Publicity chair,SigComm,2001
Chuck Kalmanek,AT&T Research,Tutorials Chair,SigComm,2001
Christos Papadopoulos,Univeristy of Southern California,Student Travel Award Chair,SigComm,2001
Hari Balakrishnan,Massachusetts Institute of Technology,Student Poster Chair,SigComm,2001
Roch Guerin,UniversityPennsylvania,Program Committee Co-Chair,SigComm,2001
Derek McAuley,Cambridge,Program Committee Co-Chair,SigComm,2001
Mark Allman,NASA/BBN,Program Committee,SigComm,2001
Mostafa Ammar,Georgia Institute of Technology,Program Committee,SigComm,2001
Tom Anderson,University Washington,Program Committee,SigComm,2001
Hari Balakrishnan,Massachusetts Institute of Technology,Program Committee,SigComm,2001
Mihir Bellare,University of California San Diego,Program Committee,SigComm,2001
Ramon Caceres,Vindigo,Program Committee,SigComm,2001
Andrew Campbell,Columbia University,Program Committee,SigComm,2001
Lyman Chapin,BBN Technologies,Program Committee,SigComm,2001
Jon Crowcroft,UCL,Program Committee,SigComm,2001
Rene Cruz,University of California San Diego,Program Committee,SigComm,2001
Christophe Diot,Sprint,Program Committee,SigComm,2001
Michalis Faloutsos,University of California Riverside,Program Committee,SigComm,2001
Sally Floyd,ACIRI/ICSI,Program Committee,SigComm,2001
Ramesh Govindan,ISI/USC,Program Committee,SigComm,2001
Roch Guerin,University Pennsylvania,Program Committee,SigComm,2001
Per Gunningberg,Uppsala University,Program Committee,SigComm,2001
Balachander Krishnamurthy,AT&T,Program Committee,SigComm,2001
J.Y. Leboudec,EPFL,Program Committee,SigComm,2001
Ian Leslie,Cambridge University,Program Committee,SigComm,2001
Bryan Lyles,Sprint,Program Committee,SigComm,2001
Derek McAuley,Marconi Research Center,Program Committee,SigComm,2001
Nick McKeown,Stanford,Program Committee,SigComm,2001
Vern Paxson,ACIRI/ICSI,Program Committee,SigComm,2001
Raju Rajan,AT&T,Program Committee,SigComm,2001
K.K. Ramakrishnan,TeraOptic Networks,Program Committee,SigComm,2001
Jennifer Rexford,AT&T,Program Committee,SigComm,2001
Luigi Rizzo,University Pisa,Program Committee,SigComm,2001
Jim Roberts,France Telecom,Program Committee,SigComm,2001
Henning Schulzrine,Columbia University,Program Committee,SigComm,2001
Jonathan Smith,University Pennsylvania,Program Committee,SigComm,2001
Joe Touch,ISI/USC,Program Committee,SigComm,2001
Don Towsley,University Massachusetts,Program Committee,SigComm,2001
Ellen Zegura,Georgia Institute of Technology,Program Committee,SigComm,2001
Jun Murai,Keio University,SIGCOMM2007 Committee General Chair,SigComm,2007
Kenjiro Cho,IIJ,Vice General Chair (also Treasurer/Web Chair),SigComm,2007
Nina Taft,Intel Research,PC Chair,SigComm,2007
Anja Feldmann,Deutsche Telekom Labs/TU-Berlin,PC Chair,SigComm,2007
Paul Francis,Cornell University,Workshop/Tutorial Chair,SigComm,2007
Hiroshi Esaki,University of Tokyo,Workshop/Tutorial Chair,SigComm,2007
Craig Partridge,BBN Technologies,Publications Chair,SigComm,2007
Jelena Mirkovic,University of Delaware,Publicity Chair,SigComm,2007
Ryuji Wakikawa,Keio University,Local Arrangements Chair,SigComm,2007
T.S. Eugene Ng,Rice University,Poster Chair,SigComm,2007
Katherine Guo,Bell Labs,Travel Grant Chair,SigComm,2007
Guillaume Urvoy-Keller,Eurecom,Travel Grant Chair,SigComm,2007
Sue Moon,KAIST,Travel Grant Chair,SigComm,2007
Klaus Wehrle,RWTH Aachen,Travel Grant Chair,SigComm,2007
Christophe Diot,Thomson Research,Outrageous Opinions Chair,SigComm,2007
Shigeya Suzuki,USC/ISI,2007 Coordinator,SigComm,2007
Joe Touch,USC/ISI,Conference Coordinator,SigComm,2007
Jaudelice C. de Oliveira,Drexel University,Conference Coordinator,SigComm,2007
Nina Taft,Intel Research,Program Committee Chair,SigComm,2007
Anja Feldmann,Deutsche Telekom Labs/TU-Berlin,Program Committee Chair,SigComm,2007
Sharad Agarwal,Microsoft - USA,PC Member,SigComm,2007
Aditya Akella,University of Wisconsin Madison,PC Member,SigComm,2007
Paul Barford,University of Wisconsin Madison,PC Member,SigComm,2007
Samrat Bhattacharjee,University of Maryland,PC Member,SigComm,2007
Chen-Nee Chuah,University of California Davis,PC Member,SigComm,2007
Patrick Crowley,Washington University in St. Louis,PC Member,SigComm,2007
Constantine Dovrolis,Georgia Institute of Technology,PC Member,SigComm,2007
Deborah Estrin,University of California Los Angeles,PC Member,SigComm,2007
Kevin Fall,Intel Research,PC Member,SigComm,2007
Michalis Faloutsos,University of California Riverside,PC Member,SigComm,2007
Kensuke Fukuda,National Institute of Informatics,PC Member,SigComm,2007
Albert Greenberg,Microsoft - USA,PC Member,SigComm,2007
Steve Gribble,University of Washington,PC Member,SigComm,2007
James Gross,TU Berlin,PC Member,SigComm,2007
Krishna Gummadi,Max Plank Institute for Software Systems,PC Member,SigComm,2007
John Heidemann,ISI,PC Member,SigComm,2007
Polly Huang,National Taiwan University,PC Member,SigComm,2007
Jean-Pierre Hubaux,EPFL,PC Member,SigComm,2007
Roger Karrer,Deutsche Telekom Laboratories,PC Member,SigComm,2007
Dina Katabi,Massachusetts Institute of Technology,PC Member,SigComm,2007
Dmitri Krioukov,CAIDA,PC Member,SigComm,2007
T.V. Lakshman,Bell Labs,PC Member,SigComm,2007
Legout,Arnaud,PC Member,SigComm,2007
Phil Levis,Stanford,PC Member,SigComm,2007
Steven Low,California Institute of Technology,PC Member,SigComm,2007
John C.S. Lui,Chinese University of Hong Kong,PC Member,SigComm,2007
Bruce Maggs,Carnegie Mellon University/Akamai Technologies,PC Member,SigComm,2007
David Maltz,Microsoft - USA,PC Member,SigComm,2007
Laurent Mathy,Lancaster University,PC Member,SigComm,2007
Pietro Michiardi,Eurecom,PC Member,SigComm,2007
Muthukrishnan Muthu,Google,PC Member,SigComm,2007
Venkat Padmanabhan,Microsoft - USA,PC Member,SigComm,2007
Vivek Pai,Princeton University,PC Member,SigComm,2007
Christos Papadopoulos,Colorado State University,PC Member,SigComm,2007
Dina Papagiannaki,Intel Research,PC Member,SigComm,2007
Craig Partridge,BBN Technologies,PC Member,SigComm,2007
Adrian Perrig,Carnegie Mellon University,PC Member,SigComm,2007
Bhaskar Raman,Indian Institute of Technology in Kanpur India,PC Member,SigComm,2007
Jennifer Rexford,Princeton University,PC Member,SigComm,2007
Matthew Roughan,University of Adelaide,PC Member,SigComm,2007
Stefan Savage,University of California San Diego,PC Member,SigComm,2007
Srinivasan Seshan,Carnegie Mellon University,PC Member,SigComm,2007
Anees Shaikh,IBM TJ Watson Research Center,PC Member,SigComm,2007
Renata Teixeira,CNRS,PC Member,SigComm,2007
Fumio Teraoka,Keio University,PC Member,SigComm,2007
Patrick Thiran,EPFL,PC Member,SigComm,2007
Milan Vojnovic,Microsoft - England,PC Member,SigComm,2007
Kobus van der Merwe,AT&T,PC Member,SigComm,2007
Klaus Wehrle,RWTH Aachen,PC Member,SigComm,2007
David Wetherall,Intel Research & University of Washington,PC Member,SigComm,2007
Joerg Widmer,NTT DoCoMo Euro-Labs,PC Member,SigComm,2007
Walter Willinger,AT&T,PC Member,SigComm,2007
Qian Zhang,Hong Kong University of Science and Technology,PC Member,SigComm,2007
Yin Zhang,University of Texas Austin,PC Member,SigComm,2007
Yongguang Zhang,Microsoft Research Asia,PC Member,SigComm,2007
Zhi-Li Zhang,University of Minnesota,PC Member,SigComm,2007
T.S. Eugene Ng,Rice University,Student Poster Chair,SigComm,2007
David Andersen,Carnegie Mellon University,Poster PC Member,SigComm,2007
Yan Chen,Northwestern University,Poster PC Member,SigComm,2007
Cristian Estan,University of Wisconsin,Poster PC Member,SigComm,2007
Nick Feamster,Georgia Institute of Technology,Poster PC Member,SigComm,2007
Yih-Chun Hu,University of Illinois Urbana Champaign,Poster PC Member,SigComm,2007
Aleksandar Kuzmanovic,Northwestern University,Poster PC Member,SigComm,2007
Jinyang Li,New York University,Poster PC Member,SigComm,2007
Ratul Mahajan,Microsoft Research,Poster PC Member,SigComm,2007
Z. Morley Mao,University of Michigan,Poster PC Member,SigComm,2007
Jitendra Padhye,Microsoft Research,Poster PC Member,SigComm,2007
Lili Qiu,University of Texas Austin,Poster PC Member,SigComm,2007
Sanjay Rao,Purdue University,Poster PC Member,SigComm,2007
Sylvia Ratnasamy,Intel Research,Poster PC Member,SigComm,2007
Dan Rubenstein,Columbia University,Poster PC Member,SigComm,2007
Neil Spring,University of Maryland,Poster PC Member,SigComm,2007
Lakshminarayanan Subramanian,New York University,Poster PC Member,SigComm,2007
Helen Wang,Microsoft Research,Poster PC Member,SigComm,2007
Brad KarpUniversity College London,UK,Program Committee Chair,SigComm,2015
Jitendra PadhyeMicrosoft Research,USA,Program Committee Chair,SigComm,2015
Aditya Akella,University of Wisconsin,Program Committee Member,SigComm,2015
Mohammad AlizadehMassachusetts Institute of Technology and Cisco,USA,Program Committee Member,SigComm,2015
Katerina ArgyrakiEPFL,Switzerland,Program Committee Member,SigComm,2015
Aruna Balasubramanian,Stony Brook University,Program Committee Member,SigComm,2015
Hitesh Ballani,Microsoft Research,Program Committee Member,SigComm,2015
Sujata Banerjee,HP Labs,Program Committee Member,SigComm,2015
Keren Bergman,Columbia University,Program Committee Member,SigComm,2015
John Byers,Boston University,Program Committee Member,SigComm,2015
Jeff Chase,Duke University,Program Committee Member,SigComm,2015
Mung Chiang,Princeton University,Program Committee Member,SigComm,2015
Jon Crowcroft,University of Cambridge,Program Committee Member,SigComm,2015
Bruce Davie,VMware,Program Committee Member,SigComm,2015
Nandita Dukkipati,Google,Program Committee Member,SigComm,2015
Anja Feldmann,Technische University Berlin,Program Committee Member,SigComm,2015
Bryan Ford,Yale University,Program Committee Member,SigComm,2015
Nate Foster,Cornell University,Program Committee Member,SigComm,2015
Lixin Gao,University of Massachusetts Amherst,Program Committee Member,SigComm,2015
Brighten Godfrey,University of Illinois,Program Committee Member,SigComm,2015
Sharon Goldberg,Boston University,Program Committee Member,SigComm,2015
Kyle Jamieson,University College London,Program Committee Member,SigComm,2015
Srikanth Kandula,Microsoft Research,Program Committee Member,SigComm,2015
Dina Katabi,Massachusetts Institute of Technology,Program Committee Member,SigComm,2015
Sachin Katti,Stanford,Program Committee Member,SigComm,2015
Ethan Katz-Bassett,University of Southern California,Program Committee Member,SigComm,2015
Teemu Koponen,VMware,Program Committee Member,SigComm,2015
John C.S.Lui,Chinese University of Hong Kong,Program Committee Member,SigComm,2015
Z. Morley Mao,University of Michigan,Program Committee Member,SigComm,2015
Dave Oran,Cisco,Program Committee Member,SigComm,2015
George Papen,University of California San Diego ECE,Program Committee Member,SigComm,2015
KyoungSoo Park,KAIST,Program Committee Member,SigComm,2015
George Porter,University of California San Diego CSE,Program Committee Member,SigComm,2015
Luigi Rizzo,Italy,Program Committee Member,SigComm,2015
Ashutosh Sabharwal,Rice University,Program Committee Member,SigComm,2015
Stefan Savage,University of California San Diego CSE,Program Committee Member,SigComm,2015
Michael Schapira,Hebrew University,Program Committee Member,SigComm,2015
Vyas Sekar,Carnegie Mellon University,Program Committee Member,SigComm,2015
Kun Tan,Microsoft Research,Program Committee Member,SigComm,2015
Pramod Viswanath,University of Illinois Urbana Champaign,Program Committee Member,SigComm,2015
Geoff Voelker,University of California San Diego CSE,Program Committee Member,SigComm,2015
Michael Walfish,New York University,Program Committee Member,SigComm,2015
Jia Wang,AT&T Research,Program Committee Member,SigComm,2015
Philip Watts,University College London,Program Committee Member,SigComm,2015
David Wetherall,Google and University of Washington,Program Committee Member,SigComm,2015
Walter Willinger,Niksun,Program Committee Member,SigComm,2015
Keith Winstein,Stanford,Program Committee Member,SigComm,2015
Xiaowei Yang,Duke University,Program Committee Member,SigComm,2015
Minlan Yu,University of Southern California,Program Committee Member,SigComm,2015
Ming Zhang,Microsoft Research,Program Committee Member,SigComm,2015
Lin Zhong,Rice University,Program Committee Member,SigComm,2015
Roch Guerin,University of Pennsylvania,General Chair,SigComm,2005
Ramesh Govindan,University of Southern California,Program Chair,SigComm,2005
Greg Minshall,Unaffiliated,Program Chair,SigComm,2005
Joe Touch,USC/Information Sciences Institute,Conference Coordinator,SigComm,2005
Jaudelice C. de Oliveira,Drexel University,Local Organization Chair,SigComm,2005
Honghui Lu,University of Pennsylvania,Local Organization Chair,SigComm,2005
Michalis Faloutsos,University of California Riverside,Poster Chair,SigComm,2005
Saswati Sarkar,University of Pennsylvania,Publications and Publicity Chair,SigComm,2005
Andreas Terzis,Johns Hopkins University,Registration Chair,SigComm,2005
Subhabrata Sen,AT&T Labs-Research,Student Travel Grants Chair,SigComm,2005
Christos Papadopoulos,University of Southern California,Treasurer,SigComm,2005
Debanjan Saha,IBM Research,Tutorial Chair,SigComm,2005
Steven Weber,Drexel University,Web Chair,SigComm,2005
Dimitrios Stiliadis,Lucent,Workshop Chair,SigComm,2005
Steve Bellovin,Columbia University,Program Committee,SigComm,2005
Dina Katabi,Massachusetts Institute of Technology,Program Committee,SigComm,2005
RobertBraden,USC/ISI,Program Committee,SigComm,2005
Eddie Kohler,University of California Los Angeles,Program Committee,SigComm,2005
Kenjiro Cho,Internet Initiative,Program Committee,SigComm,2005
Balachander Krishnamurthy,AT&T Labs-Research,Program Committee,SigComm,2005
Jon Crowcroft,University of Cambridge,Program Committee,SigComm,2005
T.V. Lakshman,Lucent,Program Committee,SigComm,2005
Bruce Davie,Cisco,Program Committee,SigComm,2005
Bruce Maggs,Carnegie Mellon University,Program Committee,SigComm,2005
Richard Draves,Microsoft Research,Program Committee,SigComm,2005
Jeff Mogul,HP Labs,Program Committee,SigComm,2005
Anja Feldmann,TU,Program Committee,SigComm,2005
Jitendra Padhye,Microsoft Research,Program Committee,SigComm,2005
Peter Honeyman,University of Michigan,Program Committee,SigComm,2005
Ion Stoica,University of California Berkeley,Program Committee,SigComm,2005
Larry Huston,Intel Research,Program Committee,SigComm,2005
Geoffrey M. Voelker,University of California San Diego,Program Committee,SigComm,2005
Hui Zhang,Carnegie Mellon University,Program Committee,SigComm,2005
John Wroclawski,Massachusetts Institute of Technology,Program Committee,SigComm,2005
Sergey Gorinsky,IMDEA,General Chair,SigComm,2018
János Tapolcai,BME,General Chair,SigComm,2018
Tilman Wolf,University of Massachusetts,Treasurer,SigComm,2018
Mark Handley,UCL,Program Committee Chair,SigComm,2018
Dina Katabi,Massachusetts Institute of Technology,Program Committee Chair,SigComm,2018
Xiaoming Fu,GAU,Workshop Chair,SigComm,2018
K. K. Ramakrishnan,University of California Riverside,Workshop Chair,SigComm,2018
Marco Canini,KAUST,Demo Chair,SigComm,2018
Balázs Sonkoly,BME,Demo Chair,SigComm,2018
Aleksandar Kuzmanovic,Northwestern,Poster Chair,SigComm,2018
Matteo Varvello,AT&T,Poster Chair,SigComm,2018
Suresh Subramaniam,GWU,Publication Chair,SigComm,2018
Szabolcs Malomsoky,Ericsson,Tutorial Chair,SigComm,2018
Ruslan Smeliansky,MSU and ARCCN,Tutorial Chair,SigComm,2018
András Császár,Ericsson,Industrial Demo Chair,SigComm,2018
Ravi Kokku,IBM,Industrial Demo Chair,SigComm,2018
Costin Raiciu,UPB,Mentoring and One-on-One Chair,SigComm,2018
Marco Chiesa,KTH,Student Research Competition Chair,SigComm,2018
Zhi-Li Zhang,UMN,Student Research Competition Chair,SigComm,2018
Fernando Kuipers,TU Delft,Topic Preview Chair,SigComm,2018
Gábor Rétvári,BME,Topic Preview Chair,SigComm,2018
Vasileios Giotsas,Lancaster,Hackathon Chair,SigComm,2018
Zoltán Lázár,Nokia,Hackathon Chair,SigComm,2018
Levente Csikor,Hungary and Unicamp,Web Chair,SigComm,2018
István Gódor,Ericsson,Local Arrangements Chair,SigComm,2018
Zalán Heszberger,BME,Local Arrangements Chair,SigComm,2018
Michael Schapira,HUJI,Registration Chair,SigComm,2018
Stefan Schmid,Univie,Registration Chair,SigComm,2018
Joseph Tardo,tardo,Sponsorship Chair,SigComm,2018
Christina Vlachou,HPE,N2Women Chair,SigComm,2018
Antonio Fernandez Anta,IMDEA,Travel Grant Chair,SigComm,2018
Jasleen Kaur,UNC,Travel Grant Chair,SigComm,2018
Ignacio Castro,QMUL,Publicity Chair,SigComm,2018
Pin-Han Ho,UWaterloo,Publicity Chair,SigComm,2018
Henry Xu,CityU,Publicity Chair,SigComm,2018
Bruce Maggs,Duke and Akamai,Outrageous Opinion Chair,SigComm,2018
Justine Sherry,CMU,Outrageous Opinion Chair,SigComm,2018
Steve Uhlig,QMUL,SIGCOMM Conference Coordinator,SigComm,2018
Mark Handley,UCL,Program committee Chair,SigComm,2018
Dina Katabi,Massachusetts Institute of Technology,Program committee Chair,SigComm,2018
Fadel Adib,Massachusetts Institute of Technology,Member,SigComm,2018
Aditya Akella,Wisconsin,Member,SigComm,2018
Mohammad Alizadeh,Massachusetts Institute of Technology,Member,SigComm,2018
David Andersen,CMU,Member,SigComm,2018
Hitesh Ballani,Microsoft,Member,SigComm,2018
Sujata Banerjee,VMware,Member,SigComm,2018
o Benson,Brown,Member,SigComm,2018
Olivier Bonaventure,UCL,Member,SigComm,2018
Marco Canini,KAUST,Member,SigComm,2018
Martin Casado,A16Z,Member,SigComm,2018
Ranveer Chandra,Microsoft,Member,SigComm,2018
Romit Roy Choudhury,University of Illinois Urbana Champaign,Member,SigComm,2018
Mosharaf Chowdhury,UMich,Member,SigComm,2018
Nandita Dukkipati,Google,Member,SigComm,2018
Nate Foster,Cornell,Member,SigComm,2018
Deepak Ganesan,University of Massachusetts,Member,SigComm,2018
Brighten Godfrey,University of Illinois Urbana Champaign,Member,SigComm,2018
Marco Gruteser,Rutgers,Member,SigComm,2018
Haitham Hassanieh,University of Illinois Urbana Champaign,Member,SigComm,2018
Kyle Jamieson,Princeton,Member,SigComm,2018
Srikanth Kandula,Microsoft,Member,SigComm,2018
Sachin Katti,Stanford,Member,SigComm,2018
Changhoon Kim,Barefoot,Member,SigComm,2018
Eddie Kohler,Harvard,Member,SigComm,2018
Arvind Krishnamurthy,UW,Member,SigComm,2018
Kate Lin,NCTU,Member,SigComm,2018
Ratul Mahajan,Intentionet,Member,SigComm,2018
James Mickens,Harvard,Member,SigComm,2018
Dave Oran,Cisco,Member,SigComm,2018
Dina Papagiannaki,Google,Member,SigComm,2018
KyoungSoo Park,KAIST,Member,SigComm,2018
Adrian Perrig,ETH,Member,SigComm,2018
Lili Qiu,UT,Member,SigComm,2018
Costin Raiciu,UPB,Member,SigComm,2018
Michael Schapira,HUJI,Member,SigComm,2018
Aaron Schulman,UCSD,Member,SigComm,2018
Srinivasan Seshan,CMU,Member,SigComm,2018
Justine Sherry,CMU,Member,SigComm,2018
Ion Stoica,Berkeley,Member,SigComm,2018
Renata Teixeira,Inria,Member,SigComm,2018
Amin Vahdat,Google,Member,SigComm,2018
Laurent Vanbever,ETH,Member,SigComm,2018
Stefano Vissicchio,UCL,Member,SigComm,2018
Walter Willinger,NIKSUN,Member,SigComm,2018
Keith Winstein,Stanford,Member,SigComm,2018
Hongyi Zeng,Facebook,Member,SigComm,2018
Ming Zhang,Alibaba,Member,SigComm,2018
Yibo Zhu,Microsoft,Member,SigComm,2018
Per Gunningberg,Uppsala University,General conference co-chair and treasurer,SigComm,2000
Stephen Pink,University of Arizona,General conference co-chair and tutorial chair,SigComm,2000
Christophe Diot,Sprint ATL,Program committee co-chair,SigComm,2000
Jim Kurose,University of Massachusetts,Program committee co-chair,SigComm,2000
Joe Touch,USC/Information Science Institute,Publicity chair,SigComm,2000
Bengt Ahlgren,Swedish Institute of Computer Science,Local arrangements co-chair,SigComm,2000
Christian Tschudin,Uppsala University,Local arrangements co-chair,SigComm,2000
Christophe Diot,CA,Program Committee Chair,SigComm,2000
Jim Kurose,MA,Program Committee Chair,SigComm,2000
Mostafa Ammar,Georgia Institute of Technology,Program Committee,SigComm,2000
Tom Anderson,University Washington,Program Committee,SigComm,2000
Hari Balakrishnan,Massachusetts Institute of Technology,Program Committee,SigComm,2000
Lee Breslau,AT&T,Program Committee,SigComm,2000
Simon Crosby,University Cambridge,Program Committee,SigComm,2000
Jon Crowcroft,UCL,Program Committee,SigComm,2000
Christophe Diot,Sprint,Program Committee,SigComm,2000
Julio Escobar,Centauri,Program Committee,SigComm,2000
Deborah Estrin,University of Southern California,Program Committee,SigComm,2000
Roch Guerin,University Pennsylvania,Program Committee,SigComm,2000
Per Gunningberg,Uppsala University,Program Committee,SigComm,2000
Mark Handley,ACIRI/ICSI,Program Committee,SigComm,2000
Jim Kurose,University Massachusetts,Program Committee,SigComm,2000
T.V. Laksman,Lucent,Program Committee,SigComm,2000
Simon Lam,University Texas,Program Committee,SigComm,2000
J.Y. Leboudec,EPFL,Program Committee,SigComm,2000
Ian Leslie,Cambridge University,Program Committee,SigComm,2000
Bryan Lyles,Sprint,Program Committee,SigComm,2000
Derek McAuley,Microsoft Research,Program Committee,SigComm,2000
Nick McKeown,Stanford,Program Committee,SigComm,2000
Erich Nahum,IBM,Program Committee,SigComm,2000
Craig Partridge,BBN Technologies,Program Committee,SigComm,2000
Guru Parulkar,Growth Networks,Program Committee,SigComm,2000
Vern Paxson,ACIRI/ICSI,Program Committee,SigComm,2000
Radia Perlman,Sun,Program Committee,SigComm,2000
KK Ramakrishnan,AT&T,Program Committee,SigComm,2000
Luigi Rizzo,University Pisa,Program Committee,SigComm,2000
Jim Roberts,France Telecom,Program Committee,SigComm,2000
Keith Ross,Eurecom,Program Committee,SigComm,2000
Krishan Sabnani,Lucent,Program Committee,SigComm,2000
Doug Schmidt,Washington University,Program Committee,SigComm,2000
Henning Schulzrine,Columbia University,Program Committee,SigComm,2000
Aruna Seneviratne,University New South Wales,Program Committee,SigComm,2000
Scott Shenker,ACIRI/ICSI,Program Committee,SigComm,2000
Don Towsley,University Massachusetts,Program Committee,SigComm,2000
George Varghese,University of California San Diego,Program Committee,SigComm,2000
David Wetherall,University Washington,Program Committee,SigComm,2000
